name,location
Huancapi,-74.0667302
Iza,23.3302946
Djibouti,42.590275
Sydney South,151.2092955
Xieyang,108.708991
Caopie,-117.6181229
Eskilstuna,16.5529968
Maslog,125.24729
Pawa,123.7396635
Belize City,-88.1962133
Gammad,121.7477444
Mulan,128.043465
Houston,-95.4935119
Cao Thượng,106.1270717
Canindé,-39.4035876
Tours,5.534063
Shanhe,121.4737021
Brejos,-8.9867334
Tacurong,124.6769673
Duba-Yurt,45.7296087
Ciriri,100.5858786
Espumoso,-52.8444231
Klimontów,20.3179338
Niederanven,6.2573108
Xinfeng,114.922922
Karangnongko,110.5394227
Muan,126.4816856
Kohtla-Järve,27.2797506
G’uzor,66.2605176
Rotterdam postbusnummers,4.5059
Đắk Song,107.6216789
Na Chaluai,105.1960795
Siayan,123.0748243
Roliça,-9.1836701
Karawatu,133.4608333
Ebak,116.8123832
Acatenango,-90.8862218
Putrajaya,101.6821575
Mangere,174.8398349
Mertzig,6.0058975
Semamung,117.4145232
Ngamba,111.9856
Yebaishou,100.222545
Boawae,121.2168466
Maxiao,105.6419561
Bogotá,-74.115187
Khueang Nai,104.558766
Chongxing,106.912251
Kuzhuping,110.089415
Nuamuzi,121.012
Gizałki,17.8504238
Kayapa,120.9524145
Shimen,111.380014
Xianlong,106.4352907
Gaotian,110.64085
Lubao,25.7456852
Kukur,20.3621596
Paobulan,112.8419
Temryuk,37.3986836
Niort,-0.4546217
Lindian,124.863603
Magdaleno Aguilar,-97.8850861
Kiikala,23.5496765
Złotów,17.04046
Calvão,-8.6970168
Netanya,34.853196
Shigony,48.6446327
Dobruševo,21.4825
Jamao al Norte,-70.449236
Karlskrona,15.6049677
Jenzan,128.2989526
Las Yaras,-70.5666522
Granja,-43.9551381
Kuaro,116.0886704
Longos,-8.3634846
Lengkongjaya,108.0450467
Rentian,116.604574
Al Maţarīyah,31.3181252
Buy,41.5474702
Santa Catalina,-71.5367908
Mayong,114.9605861
Viñac,-75.7803892
Uba,4.5232397
Petiga,115.180023
Victoria,14.240092
San Isidro,126.065213
Wang Sombun,102.1175404
Hufang,117.044081
Maredakamau,119.1866
São João das Lampas,-9.3993262
Höshööt,89.14358
Torino,7.6873152
Bailizhou,111.81127
Groblersdal,29.38926
Bogo,14.6004911
Masaguisi,121.3666687
Fukuechō,128.841093
Nyimba,31.1710389
Bogorejo,111.5200007
Yinghai,116.452296
Sauga,24.498407
Buutuo,-8.341016
Zhangcun,125.323544
Adiwerna,109.1259181
Targanice,19.3295966
Buesaco,-77.0334179
Chumphon Buri,104.1478667
Waterloo,-13.0645021
Wassa-Akropong,-2.091848
Mengxi,103.364905
Maisons-Alfort,2.4347009
Jifeng,121.4589773
Zhulan,115.717179
Jezzîne,35.5862413
Valday,33.243615
Yongning,108.487368
Puerto Quellón,-73.6138821
Dobrljin,16.4839317
São Luiz Gonzaga,-54.9171412
Slyudyanka,83.000494
Chulabhorn,101.638266
Ecilda Paullier,-57.0479481
San Antonio,-76.6701475
Sirindhorn,100.4959857
San Luis,125.743983
Huambalpa,-73.95396
Loacan,120.6171345
Laau,120.216667
Avignon,4.3686291
Skelivka,22.9667529
Xishanzui,108.893327
Juripiranga,-35.2258365
Bloomington,-86.5186022
Al Karmil,35.13278
Sidi Qacem,-5.7194522
Tangping,113.993115
Santa Cruz,-110.5967674
Czerwieńsk,15.4233905
Phoenix,-111.97
Kadubamban,105.8994
Diadi,121.366653
Sugihmukti,107.4558555
Binucayan,125.8131123
Litian,103.817356
Dmitrov,37.5182622
Palmerston North,175.5843632
Tiébo,-16.23333
København,12.5565291
Áyios Vasílios,22.8003951
Jindayris,36.6889
Shāzand,49.4008633
Sinilian First,120.45936
Huata,-77.8724575
Kuching,110.3426018
Douarnenez,-4.33096
Zwolle,6.0237938
Ceará Mirim,-35.4210417
Santa Ana,-89.5639119
Nakhon Luang,100.6241192
Malainen Luma,120.765351
Divača,13.9697218
Macun,113.322332
Chikan,112.578178
Gent,3.7139045
Barda,47.1378909
Galván,-69.9002083
Sāqayn,43.52499
Xiaoshun,120.264253
Alunda,18.0822119
Kungsbacka,12.0585993
Sremska Mitrovica,19.6209662
Cahors,-1.813332
Xinghua,119.85254
Choma,26.9970153
Budayuan,125.341233
Guantouzui,113.9849159
Catende,-35.7188463
Alaminos,121.2462166
Futuroscope,0.3697581
Turmi,36.4878241
Liangguang,106.641749
São Gabriel da Cachoeira,-68.1431414
Klichaw,29.3327582
San Mariano,122.0047563
Sukorejo,109.9854145
Chahannao,107.9808971
Visaginas,26.4507193
Zaqatala,46.638308
Pyra,43.3592596
Fredericton,-66.7299108
Pazarić,18.1512379
Issenye,34.3434119
Vale de Mendiz,-7.5345759
Khlong Sam Wa,100.6759772
Rancho Nuevo,-100.9256085
Chita,124.0715933
Salvacion,123.3765
Lopatinskiy,43.1402151
Camaligan,123.1689818
Yanweigang,119.751715
Al Midyah,35.005
Soissons,3.338092
Lyntupy,26.313132
Alvaro Obregon,-99.1186381
Purwodadi,110.9134113
Nawal,83.8897057
Carora,-70.073769
Revda,60.1103318
Duszniki-Zdrój,16.3904406
Tétouan,-5.3625516
Zhengguo,113.893331
Uluarang,106.0452
Manevychi,25.5612826
Cavinti,121.498915
Načeradec,14.9063338
Bichura,107.5886948
Višňova,15.0249601
Motala,15.0131752
Lubin,19.092523
Bezlyudivka,36.2827926
Tartagal,-64.2089174
Sidamulya Satu,109.01489
Jinping,116.70345
Líbano,-75.063129
Kitakyūshū,130.7620202
Jezzîne,35.5862413
Aix-en-Provence,4.9548261
Pule,111.5349059
Fort Beaufort,26.6291023
Goussainville,2.4633136
Maroua,14.3210095
Matagalpa,-85.9151211
Sindang,108.2970692
Tabu,115.376643
Dundbürd,111.4978265
Hŭngju-dong,126.54756
Valle de Guanape,-65.6747709
Mojimán,-87.5847613
Saldanha,17.9176312
Waigete,122.5146439
Los Angeles,-118.26
Anto,106.755605
Weepangali,119.2627176
Glugu,112.774454
Mantampay,124.21667
Uychi,71.845274
Partesh,21.4332317
Guangshan,114.91925
Túquerres,-77.6611917
Si Satchanalai,99.7790227
Tanenofunan,123.6755579
Willowdale,-79.4422593
Itamaraju,-39.734338
Ponggok,110.6422198
Dazhangzhuang,114.890194
Cigintung,108.4854717
Gigante,-75.542888
Pagsañgahan,122.9421882
El Rancho,-85.75
Yesan,126.8483951
Požarevac,21.1842054
Pokrov,39.1784374
Sumberkenanga,108.4602464
Candelaria,-74.0740729
Huangze,120.934385
Crumlin,-6.3048641
Dordrecht,4.693265
Horní Čermná,16.6009592
Lazurne,32.5299379
Magole,37.3747104
Katy,-95.8243956
Cô Tô,107.8346924
Jatinagara,106.8827427
Shaping,109.356166
Kruševac,21.331051
Zhanjia,110.359368
Disūq,30.646246
Marquard,27.4380189
Lumbardhi,20.7400297
Hägersten,17.9928445
Yala,101.2804075
Žemaičių Naumiestis,21.5236836
Luleå,20.6831751
Berlin,13.3728893
Yanshi,112.789534
Śródmieście,22.9882406
Sudzha,35.2291386
Chicago,-87.7517295
Pirajuí,-49.4547036
Bamban,111.5140386
Jrashen,44.5135399
Jiantiao,121.626963
Marevo,32.0880477
Tamanan,110.3859913
Shaguotun,120.6976779
Dmytrivka,29.3753657
Cujillo,-78.5970229
Hulan,126.587709
Szeged,21.66245
Moosomin,-101.66766
Maykor,55.8855974
Keyinhe,120.2331913
La Unión,-76.785759
Cisadap,108.3059677
Horred,12.4765885
Deskle,13.613736
Khorugh,71.5901986
Joaquín Suárez,-56.0305724
Kalashnikovo,35.2242376
Jiahe,112.36902
Koźle,16.39454
Uhlove,33.6035054
Huashixia,102.149548
Kabacan,124.828232
Ipoh,101.1064003
Panggulan,106.7563363
Świecie,18.3836801
Héroumbili,43.3885797
Levski,23.7098368
Bariri,-48.7417603
Qo‘qon,70.9309024
Khoroshëvo-Mnevniki,37.4897574
Jadranovo,14.6312221
Nato,123.5195708
La Mesa,-81.1802619
Bollnäs,16.3984929
Banatsko Karađorđevo,20.5777248
Ōno-hara,140.5649671
Papetoai,-149.8728273
Dougou,119.119278
Moulay Yacoub,-5.1784019
Cadiz,-6.2940354
Níkaia,23.6412944
Bailu,120.1672735
Carvalhais,-8.4357299
Sindangpanji,108.3845817
Karpacz,15.702767
Valbonë,19.8827002
Askim,11.1771539
Megalochórion,21.84083
Meishan,103.848396
Tegalgede Kulon,110.9655659
Staryy Krym,35.0863723
Primorsk,28.6307178
Yanfolila,-8.1529749
Caazapá,-56.3712327
Mollebamba,-76.9700669
Visby,18.546063
Bogorejo,111.5200007
Kimhae,128.8893517
Semarang,110.4381254
Karangsari,110.9561
Mountain View,-122.0778761
Binulasan,121.698077
Michałów,20.449178
Changgucheng,114.982
Badian,123.4675853
Albany,-73.762495
Qizili,115.317446
Ar Rass,43.5222313
Cergy-Pontoise,2.0362602
Wantian,114.345641
Novoanninskiy,42.6645851
Parczew,22.9003199
Luojiang,112.453926
Pontian,121.0697978
Jiaocha,106.681138
Volkhovskiy,32.3469693
Zinder,8.98527
Daqiao,117.032171
Yingzai,109.924347
Shah Alam,101.5326734
Alburitel,-8.5226286
Ol’ginskaya,28.3236956
Loangmaka,116.3928301
Velikiy Ustyug,46.4179523
Kotlyarevskaya,44.06134
Daminggong,108.975658
Dongchen,116.416357
Vladikavkaz,44.6896426
Mamburao,120.618416
Taurija,-77.32901
Wola Filipowska,19.5866652
Keti Bandar,67.4549228
Skýros,24.5955356
Mabugang,115.415276
Pangkalan,111.622398
Samaro,69.104948
Mairinque,-47.1947232
Mukdahan,104.3559158
Sarov,43.347223
San Eduardo,121.0315758
Krasnoshchekovo,82.756927
Juhaynah,31.4945887
Pokrovskoye-Streshnëvo,37.478747
Estacion,121.0125865
Qijiazuo,113.241823
Las Carreras,-65.2103256
Chakaray,69.4377
Sanjiao,113.418215
Capinzal,-51.6044276
Dazhangzhuang,114.890194
Madīnat ‘Īsá,50.5523828
Mysove,35.8363269
Parigi,120.167297
Caoxi,107.730679
Binonga,122.9829759
Krivyanskaya,40.1860046
Pasirpanjang,108.8796091
Jugantang,108.3301
Shijing,118.431541
Galatás,23.447887
Al Muharraq,50.6223267
Lũng Hồ,105.2545888
Dokuchayevs’k,37.6772484
Lapai,6.663812
Tsubame,138.8987052
Ishigaki,137.4474511
Skärholmen,17.8926893
Qingxi,114.164223
Tuqiao,116.686439
Ar Ru’ays,51.1977605
San Buenaventura,-87.1996084
Abiko,135.4162726
Uddiawan,121.1486664
Arras,2.7425682
Santa Eulalia,-76.6658165
Falënki,51.5974391
Pestovo,35.8080537
Barra de Carrasco,-56.0333596
Alpedrinha,-7.4631571
Cibolang,106.8679899
Beni,29.4527538
Lý Sơn,109.1107114
Kukuna,-12.664461
Zhongluotan,113.404729
Boucherville,-73.4372336
Babana,3.8171953
Burträsk,20.4852704
Fudian,119.872545
Banyuurip,112.7196817
Xiage,102.521807
Yanjiang,104.677091
Čortanovci,20.0069251
Dongyu,121.159547
Sampaio,-9.0952451
São João da Barra,-41.0484428
Mukō,135.7023712
Morong,121.0272495
Czyżowice,18.4044199
Baixo Guandu,-41.0165586
Santa Cruz da Graciosa,-28.0156811
Taiping,-6.2634596
Vanderbijlpark,28.0645967
Karanglincak,111.6258282
San Francisco,-122.4494738
Asempapak,112.5677183
Bangeran,112.4440473
Chemnitz,12.872972
Obertyn,25.1747279
Banja Luka,17.191
Suidong,113.518911
Baikui,127.010966
Manique,-9.3719884
Bayrachky,38.60174
Zaliztsi,25.3739849
Karadaglije,18.0176034
Radeče,15.1821191
Pampa de los Guanacos,-64.3084285
Molteno,26.354462
Lebak Timur,112.7795375
Knyaginino,45.0303408
Alingsås,12.5332741
Shkodër,19.5032559
Longyuanba,114.455815
Luziânia,-47.952747
Tópaga,-72.831906
Pacar,109.6386363
Rivne,26.251617
Gakem,8.9935558
Oelaba,122.9104995
Morelos,-99.1013498
Helin,99.330641
Áyios Nikólaos,25.7164166
Okinawa Número Uno,-62.816667
Arteche,125.358562
Silodakon,113.5024
Tānk,70.3898483
Lantian,109.323479
Dzoraghbyur,44.6345848
Rehoboth,17.0893798
Privolzhskiy,46.0293715
Guanshan,118.565462
Bayan Bulag,98.9366407
Hodoš,16.3268491
Olutanga,122.8447025
Tamiso,123.0873
Ribeirão Pires,-46.4140801
Dawangzhuang,115.869854
Stari Banovci,20.2567012
Néma,-7.2598913
Bagu,116.1979749
Mawa,120.1733631
Castelões,-8.4333383
Pule,111.5349059
Caicedonia,-75.827107
Hegeng,105.877112
Kunvald,16.4894818
Zhanxu,116.429948
Tampekan,114.9739344
Fort Pierce,-80.3714326
Anzi,119.680353
Baochang,121.420114
Amfíkleia,22.5927946
Słupsk,21.050137
Mengyin,117.953621
Malunda,118.9295737
Rio Branco do Sul,-49.3164138
Layo,-71.155296
Světlá nad Sázavou,15.4039384
Tianya,109.452379
Igbaras,122.2618013
Gaya,8.9990801
Tocok,120.4201762
Janes,-9.4389381
Clamart,-2.3578005
Jingyao,117.564229
Bayan Tuohai,123.220598
Nice,7.2559678
Shenwan,113.363816
Sebina,27.2029363
Sūrak,53.2099707
Savran’,30.077048
Mushie,16.9181532
Sémé,-12.9449928
Misasi,33.0873408
Suzano,-46.3266408
Mendeleyevo,37.2339179
Corral,-73.4315987
Gibgos,123.7585154
Fushan,113.121435
Xindian,116.694361
Zhenxing,124.3602631
Staropyshminsk,60.8962022
Ellös,11.4668922
Shaheying,120.769905
Limenária,24.5762096
Marina,16.1076867
Nova Venécia,-40.4657826
Miaoqian,121.227856
Magdalena,121.030984
Angered,12.0110298
København,12.5436481
Shuiche,110.996803
Azenha,-8.4956553
Twardawa,17.99097
Trąbki Wielkie,18.5399044
Malumfashi,7.6168439
Bi’r al ‘Abd,28.2477778
Balinad,123.9133184
New Orleans,-89.98
Berlin,13.339803
Topolná,17.5377636
Třebíč,15.8795516
Calibungan,120.7234624
Vicente Guerrero,-103.9832684
Mossendjo,12.7278766
Ushumun,126.540917
Shatki,44.1197993
Krajan Puger Wetan,113.4791
Carvalheira,-8.2107063
Loma Alta,-88.5655913
Shuiyuesi,116.8578425
Heshi,116.6988851
Krajan Jabungcandi,113.4785837
Xiejiaya,126.4510829
Quintã,-8.2915385
Pio Duran,123.4584998
Margasari,109.0215438
Mantingantengah,111.1384418
Koh Tao,99.822979
Muara,100.962601
Hongwei,123.1966721
Longwu,114.020922
San Rafael,-84.0166951
Riachos,-8.5116903
Jayaraga Kaler,107.8773835
Baruchowo,19.2910855
Gangmian,112.018204
Piracanjuba,-48.9605972
Las Americas,-101.694732
Benešov nad Ploučnicí,14.3184521
Ringinrejo,112.0416754
Lluidas Vale,-77.1470783
Wailolung,119.5752764
Banjar Bias,115.4562114
Kayar,-17.1203909
Vihti,24.3256379
Huangben,121.261886
Pangansalan,108.4988269
Oxelösund,17.105134
Erong,98.397783
Shkotovo,132.3546464
Cambita Garabitos,-70.202889
Áyioi Apóstoloi,23.9199305
Oleiros,-7.9165006
Zator,19.4374699
Kertasari,107.6925674
Leran,111.4737946
Tallahassee,-84.3857442
Malvas,-77.6579077
Minzheng,113.740529
Aston,-2.569913
Zagreb,15.9513163
Debre Mark’os,37.7343987
Chaloem Phra Kiat,101.948349
Eṭ Ṭaiyiba,35.009675
Rucheng Chengguanzhen,113.68437
San Jose,-100.4277766
Sungaipuntik,114.6204667
Acacías,-73.766129
Qingkou,102.74674
Lübeck,10.7533775
San Carlos,-75.698571
Sandy Bay,-86.5627851
Pampas,-74.8659421
Songyuan,124.825117
Puro Pinget,120.35883
Linton,-2.0215836
Yaotian,114.236875
Revolucion Verde,-97.45842
Trzcinica,18.0050053
Kwidzyn,18.9597308
Kragan,111.5910078
Pak Phanang,100.1927389
Slavs’ke,23.4472258
Eséka,10.7830826
Polen,124.3754414
Požarevac,21.1842054
Dayou,116.188408
Ludishan,111.742951
Muzhou,119.296482
Antíparos,25.0406679
Usatove,30.6579315
Yongyang,110.034076
Jajce,17.2712934
København,-87.8445954
Barreiras,-8.5873037
Amberd,44.2287108
Lincheng,114.498761
Luhansk,39.307815
Phitsanulok,100.2658516
San Remigio,123.9185105
Pigcawayan,124.4239533
Diourbel,-16.2345633
Iţsā,30.7913458
Afikpo,7.9538378
Vierzon,2.0598182
København,12.5565291
Poshekhon’ye,39.1422317
Yuanbao,124.395757
Bangil,112.775101
Krujë,19.7710732
Nabunturan,126.0733316
Sarimukti Kaler,108.7146
Ulricehamn,13.4205162
Bamusso,8.941094
Pinheiral,-46.3116591
Daba,108.8822222
Benjamin Constant,-69.9550338
Urung,103.4627375
Xiushan,109.007094
Evansville,-87.5699999
Rimouski,-68.5537635
Sandaogou,115.437602
Carleton-sur-Mer,-66.0999999
Abeokuta,3.3590446
Arras,2.7425682
Feikeng,116.768358
Longgang,114.246899
Marseille,5.3835222
‘Ayn al Bayḑā,35.88871
Adela,120.9990792
Luzon,121.0529345
Snegiri,37.0330937
Nanlin,118.796877
Västervik,16.642353
Myanaung,95.3207069
Duncan,-123.7079417
Bagacay,123.9196804
Ngou,15.2180188
Qiryat Yam,35.068929
Emiliano Zapata,-96.6565439
Haarlem,4.615857
Fengshan,107.04219
Thành Phố Bà Rịa,107.1816257
Gusev,22.2106878
San Pablo,-84.051283
Taoyuan,121.3009798
Mizhou,116.122523
Taibai,107.319116
Kangar,100.1947477
Lurut,106.7246947
Chikeng,118.886931
Laban,116.447998
Alhos Vedros,-9.0096184
Paraisópolis,-45.7750681
Dulovo,27.2163113
Rawson,-57.6258993
Namwala,26.4370933
Strenči,25.692493
Ryczów,19.5512903
Baiyun,113.273288
Payaman,110.2266293
Galván,-69.9002083
Sigay,120.5350021
Huoshaoping,110.738098
Plavsk,37.29209
Nanyaojie,108.643901
Sambiyan,111.2695981
Lianyi,118.356414
Baibu,-115.244096
Condega,-86.3959473
Barrancas,-70.1158113
Mir,26.4698363
Pasadena,-118.099449
Talawi,99.5339744
Al Lubban al Gharbī,35.038365
Buliwao,121.2666702
Czechowice-Dziedzice,19.0205284
Emiliano Zapata,-99.1843676
Munkedal,11.6761027
Pico da Pedra,-25.6125131
Rassvet,40.6005314
Abaza,90.0794098
Mocoa,-76.6181655
Lokoja,6.733343
Uppsala,17.5656915
Nsanje,35.253304
Pamungguan,106.5620398
Wanjiazhuang,116.291322
Herāt,62.2040287
Ozamiz City,123.8502563
Baranovichi,26.0091684
Dolní Bečva,18.2282007
Paris La Défense,2.233089
Dimataling,123.345085
Rosh Pinna,35.542659
Al Minyā,30.7618397
Jadranovo,14.6312221
Shuangmiao,114.617827
Charagua,-63.1973233
Jagodina,21.2572719
Tucumã,-51.4309582
Puolanka,27.5126688
Odiong,122.489398
Chenfang,117.694969
San Felipe Old,122.055373
Huaqiao,118.6422409
Dongxi,104.626282
Taojiahe,115.943284
Lianga,126.0932341
Álli Meriá,22.9827384
Negombo,79.840886
Troyes,4.024099
Purut,113.0905501
Aix-en-Provence,4.9548261
San Jose,-121.89
Nyeri,36.9433591
Vólos,22.942159
Riangbao,123.7805
Sandachō,135.1517895
Mó,-8.4826853
Hitiaa,-149.3023702
Gōtsuchō,132.2241106
Makin Village,172.8
Xiaruyue,113.364619
Sofia,23.3245641
Cibeureum,106.9506175
Yi’an,151.3248343
Muarabadak,117.4086488
Cha’anpu,111.161288
Kirtipur,85.2774207
Braço do Norte,-49.1676177
Zhouxi,113.718807
Rosario de Lerma,-65.5805252
Dulce Nombre,-88.831192
Partizan,39.5788904
Dampek,111.1533456
Zhongshan Donglu,113.0239776
Viloco,-67.4985857
Babakan,106.804564
Tsukumiura,131.8737341
Shidu,115.58934
Kaya,-1.0873551
Debar,20.696064
Yevpatoriya,33.366867
Wobulenzi,32.531617
Gaoyan,128.0462031
Hantsport,-64.16544
Quiruvilca,-78.3095598
Platičevo,19.771335
Catabola,17.281417
Simo Satu,112.711668
Fray Luis A. Beltrán,-58.6694618
Aso,140.4806732
Biasong,123.713859
Donggang,124.1527051
Tianmen,110.482084
Pasirpengarayan,100.2880581
Rio de Janeiro,-43.2209394
Nezvěstice,13.5196266
Dianbu,111.013556
Kostopil’,26.4423222
Dístomo,22.6668104
Al Fukhkhārī,34.333152
Qixian,112.335468
Ngajum,112.5394091
Limoeiro do Norte,-38.0850339
Recife,-34.9319998
Pawa,123.7396635
Arnhem,5.8564699
Jieting,120.273991
Polešovice,17.3406456
Jianghai,113.111612
Tetovo,20.9713986
Hexi,117.223371
Kájov,14.2626645
Fenghuang,109.599191
Tuochuan,115.667833
Bornu Yassu,12.5807242
Hyesan-si,128.1744945
Daping,116.00509
Knyaze-Volkonskoye,135.4627446
Daijiaba,106.179842
Sumberejo,112.0237903
Gosen,139.1650556
Pirapozinho,-51.5002318
Shadui,107.709916
Miass,60.0722304
Banfora,-4.7588042
Loufan,111.797083
Arganil,-8.0537529
Trondheim,10.4024274
Dayou,116.188408
Järvakandi,24.8170215
Qulai,-117.7226392
Chuanbu,114.022298
Besançon,5.993932
Wendengying,122.117995
Kurów,22.1851171
Kurikka,25.5080144
Manzanares,-75.1538939
Gaur,85.2774207
Nantes,-1.5401497
Paradela,-6.2216678
Puerres,-77.2635038
Stara Błotnica,21.0004876
Casal da Anja,-8.9189073
Duluth,-84.1446376
Dinskaya,39.3719039
Toyohama,130.3392896
Longxian,106.864397
Maksatikha,35.9190561
Xuling,123.35235
Špišić-Bukovica,17.3018974
Xuetian,120.568856
Saidpur,88.8982666
Shinaihai,99.598035
Severoural’sk,59.9684485
Saint-Jérôme,-73.9771044
Auch,0.5815411
Sudimoro,111.3679689
Pallanchacra,-76.2356005
Zhusha,122.207215
Gorgoram,10.7048554
Ma’an,120.589457
Yong’an,117.365052
Capitão Poço,-47.058302
Serikbuya,77.823975
Parakanhonje Wetan,108.1944
Kozhva,66.6127258
name,location
Lộc Bình,106.9594723
Caen,-0.3907558
Weiting,120.695047
Xinzhai,116.428916
Muara Siberut,99.1788304
Kameoka,140.1850334
Huxingshan,110.702501
Ugac Sur,121.7177272
Nueve de Julio,-60.6743215
Gōdo,136.6048742
Tvrdonice,16.9944668
Polzela,15.0737321
Duran,122.619095
Beausejour,-96.51669
Bocaiúva,-43.8203315
Lagoa de Albufeira,-9.1705519
Alibunan,125.157404
Ganggawang,108.8343538
Jieshui,115.830376
Soutelo,-8.7261408
Vårby,17.8885705
Tuy Phước,109.1642208
Guadalupe,-100.7612288
Reisjärvi,24.9388982
Domašinec,16.6088342
Shiraoka,139.659239
Beizhouzi,112.683016
Freiburg im Breisgau,7.8374651
Pirapozinho,-51.5002318
Hualmay,-77.6106512
Heyan,127.287077
Ludwigshafen am Rhein,8.402137
Sukaratu,108.1250791
Nam Sách,106.3346061
Zhenping Chengguanzhen,109.530416
Gorna Oryakhovitsa,25.5508839
Yangxunqiao,120.369051
Dumlan,125.8610989
Payao,122.7995493
Rodionovo-Nesvetayskaya,39.7100993
Kirove,33.0697214
Trollhättan,12.2858206
Jauja,-75.4869033
Cherven Bryag,24.1479966
Daying,105.236903
Kolpashevo,82.8176788
Picoto,-8.6358837
Ghormach,63.9113296
Ruteng,120.466499
Planovskoye,44.1971438
Xiaoshanzi,127.60654
High Prairie,-116.4858
Thívai,23.3204309
Chilmāri,89.6616352
Xingfu,118.254644
Kabacan,124.828232
Pontes e Lacerda,-59.3800105
Zhajin,114.246016
Stráž nad Nisou,15.0266516
Beselga,-7.4270584
Jaraguá,-49.4466005
Tomioka,139.9056877
Solna,18.0191452
Moijabana,26.416667
Uzlovaya,135.123385
Ciguha Tengah,106.82849
Rouen,0.3908219
Oropós,23.7548814
Beisijia,119.2969454
Mistřice,17.5359749
Dedza,34.3254842
Crumlin,-6.3048641
Marne-la-Vallée,2.6618245
Nangka,121.108226
Hucheng,117.1168644
Vällingby,17.8838787
Aíyira,22.3558193
Legrada,123.247589
Fëdorovskoye,135.1523126
New Orleans,-90.0163544
Utrecht (stad),5.1175293
Kedungbanteng Krajan,109.1474718
Dayong,110.451191
Cofimvaba,27.6640187
Sabanalarga,-72.9899505
Nong Kung Si,103.3125299
Towa,96.657898
Jiangxigou,100.277557
Philadelphia,-75.1136721
Ariana,10.1647233
Cisarap,105.9053689
Alannay,121.5697251
Tobruk,23.941751
Jiguan,130.980894
Huanglong,103.82319
Wangkung,120.4415242
Jardin,-99.5145127
Uberlândia,-48.2841556
Paris 12,5.8978018
Tianfen,110.482084
Sekondi-Takoradi,-1.7344155
Agía Varvára,23.6583002
Junik,20.2775059
Juncheng,111.00746
Pundong,110.3368391
Shuizhai,115.761018
Pahonjean,108.7422767
Tha Luang,101.1228553
Rammūn,35.299468
Châteauroux,1.6937962
Tariji,120.6069565
San Buenaventura,-76.6622072
Volkhovskiy,32.3469693
Botucatu,-48.4412549
Krajan Joho,111.6051176
Luxor,32.6396357
Žandov,13.9466019
Langqi,119.583599
Huancapi,-74.0667302
Iza,23.3302946
Djibouti,42.590275
Sydney South,151.2092955
Xieyang,108.708991
Caopie,-117.6181229
Eskilstuna,16.5529968
Maslog,125.24729
Pawa,123.7396635
Belize City,-88.1962133
Gammad,121.7477444
Mulan,128.043465
Houston,-95.4935119
Cao Thượng,106.1270717
Canindé,-39.4035876
Tours,5.534063
Shanhe,121.4737021
Brejos,-8.9867334
Tacurong,124.6769673
Duba-Yurt,45.7296087
Ciriri,100.5858786
Espumoso,-52.8444231
Klimontów,20.3179338
Niederanven,6.2573108
Xinfeng,114.922922
Karangnongko,110.5394227
Muan,126.4816856
Kohtla-Järve,27.2797506
G’uzor,66.2605176
Rotterdam postbusnummers,4.5059
Đắk Song,107.6216789
Na Chaluai,105.1960795
Siayan,123.0748243
Roliça,-9.1836701
Karawatu,133.4608333
Ebak,116.8123832
Acatenango,-90.8862218
Putrajaya,101.6821575
Mangere,174.8398349
Mertzig,6.0058975
Semamung,117.4145232
Ngamba,111.9856
Yebaishou,100.222545
Boawae,121.2168466
Maxiao,105.6419561
Bogotá,-74.115187
Khueang Nai,104.558766
Chongxing,106.912251
Kuzhuping,110.089415
Nuamuzi,121.012
Gizałki,17.8504238
Kayapa,120.9524145
Shimen,111.380014
Xianlong,106.4352907
Gaotian,110.64085
Lubao,25.7456852
Kukur,20.3621596
Paobulan,112.8419
Temryuk,37.3986836
Niort,-0.4546217
Lindian,124.863603
Magdaleno Aguilar,-97.8850861
Kiikala,23.5496765
Złotów,17.04046
Calvão,-8.6970168
Netanya,34.853196
Shigony,48.6446327
Dobruševo,21.4825
Jamao al Norte,-70.449236
Karlskrona,15.6049677
Jenzan,128.2989526
Las Yaras,-70.5666522
Granja,-43.9551381
Kuaro,116.0886704
Longos,-8.3634846
Lengkongjaya,108.0450467
Rentian,116.604574
Al Maţarīyah,31.3181252
Buy,41.5474702
Santa Catalina,-71.5367908
Mayong,114.9605861
Viñac,-75.7803892
Uba,4.5232397
Petiga,115.180023
Victoria,14.240092
San Isidro,126.065213
Wang Sombun,102.1175404
Hufang,117.044081
Maredakamau,119.1866
São João das Lampas,-9.3993262
Höshööt,89.14358
Torino,7.6873152
Bailizhou,111.81127
Groblersdal,29.38926
Bogo,14.6004911
Masaguisi,121.3666687
Fukuechō,128.841093
Nyimba,31.1710389
Bogorejo,111.5200007
Yinghai,116.452296
Sauga,24.498407
Buutuo,-8.341016
Zhangcun,125.323544
Adiwerna,109.1259181
Targanice,19.3295966
Buesaco,-77.0334179
Chumphon Buri,104.1478667
Waterloo,-13.0645021
Wassa-Akropong,-2.091848
Mengxi,103.364905
Maisons-Alfort,2.4347009
Jifeng,121.4589773
Zhulan,115.717179
Jezzîne,35.5862413
Valday,33.243615
Yongning,108.487368
Puerto Quellón,-73.6138821
Dobrljin,16.4839317
São Luiz Gonzaga,-54.9171412
Slyudyanka,83.000494
Chulabhorn,101.638266
Ecilda Paullier,-57.0479481
San Antonio,-76.6701475
Sirindhorn,100.4959857
San Luis,125.743983
